Isolate ID,Realm,Phylum,Class,Order,Family,Genus,Species,ICTV_ID,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source
VMR1027967,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Tharbavirus,Tharbavirus aelin,ICTV202318531,E,Lake Sarah-associated circular virus-38,,LSaCV-38-LSGA-2013,KP153483,Complete genome,ssDNA(+/-),invertebrates
VMR1027971,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Ulwavirus,Ulwavirus helevor,ICTV202318532,E,Lake Sarah-associated circular virus-32,,LSaCV-32-LSWO-2013,KP153468,Complete genome,ssDNA(+/-),invertebrates
VMR1027970,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Valarivirus,Valarivirus sithago,ICTV202318533,E,dragonfly circularisvirus,,TO-DF3E-2010,JX185415,Complete genome,ssDNA(+/-),invertebrates
VMR1027968,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Vanyarvirus,Vanyarvirus aros,ICTV202318534,E,Lake Sarah-associated circular virus-7,,LSaCV-7-LSSO-2013,KP153404,Complete genome,ssDNA(+/-),invertebrates
VMR1027969,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Vanyarvirus,Vanyarvirus ulmo,ICTV202318535,E,Diporeia sp. associated circular virus LM3487,,,KC248416,Complete genome,ssDNA(+/-),invertebrates
VMR1027988,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Adamaviridae,Zirakzivirus,Zirakzivirus serni,ICTV202318536,E,Pacific flying fox associated multicomponent virus,,Tbat_K_12099,KT732816; KT732815; KT732817,Complete genome,ssDNA(+/-),vertebrates
VMR1027921,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Kirkoviridae,Aglavirus,Aglavirus caranthi,ICTV202318503,E,Po-Circo-like virus 21,,,JF713716,Complete genome,ssDNA(+/-),vertebrates
VMR1027872,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Kirkoviridae,Denevirus,Denevirus geli,ICTV202318504,E,rodent circovirus RtRf-CV-1/YN2013,,,KY370025,Complete genome,ssDNA(+/-),vertebrates
VMR1027880,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Kirkoviridae,Edravirus,Edravirus khele,ICTV202318505,E,Raccoon dog stool-Circo-like_virus,,CJY10,MT457884,Complete genome,ssDNA(+/-),vertebrates
VMR1027905,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Kirkoviridae,Halavirus,Halavirus bele,ICTV202318508,E,Kirkovirus Equ1,,horse 1,KR902498,Complete genome,ssDNA(+/-),vertebrates
VMR1027986,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Kirkoviridae,Irmovirus,Irmovirus amras,ICTV202318509,E,Circoviridae sp. ctcd13,,,MH617154,Complete genome,ssDNA(+/-),vertebrates
VMR1027982,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Kirkoviridae,Luinilvirus,Luinilvirus valimar,ICTV202318510,E,rodent circovirus RtCb-CV-1/HeB2014,,,KY370030,Complete genome,ssDNA(+/-),vertebrates
VMR1027979,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Kirkoviridae,Melianvirus,Melianvirus uinen,ICTV202318511,E,Po-Circo-like virus 51,,,JF713719,Complete genome,ssDNA(+/-),vertebrates
VMR1027980,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Kirkoviridae,Melianvirus,Melianvirus umbar,ICTV202318506,E,Po-Circo-like virus 41,,,JF713718,Complete genome,ssDNA(+/-),vertebrates
VMR1027981,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Kirkoviridae,Melianvirus,Melianvirus wilwarin,ICTV202318507,E,porcine kirkovirus,,HNU-XX-2020,OM095377,Complete genome,ssDNA(+/-),vertebrates
VMR1027954,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Kirkoviridae,Nessavirus,Nessavirus lothluin,ICTV202318512,E,dromedary stool-associated circular ssDNA virus DcSCV_c1009,,,KM573773,Complete genome,ssDNA(+/-),vertebrates
VMR1027953,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Kirkoviridae,Ossirvirus,Ossirvirus eru,ICTV202318513,E,Kirkovirus sp. Kirkovirus-84-AMS-01,,,LC708032,Complete genome,ssDNA(+/-),vertebrates
VMR1027987,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Kirkoviridae,Yavannavirus,Yavannavirus dimbar,ICTV202318514,E,rodent circovirus RtAc-CV-1/GZ2015,,,KY370041,Complete genome,ssDNA(+/-),vertebrates
VMR1007577,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Nenyaviridae,Angainorvirus,Angainorvirus turin,ICTV202113296,E,Entamoeba-associated CRESS DNA virus 4,,84-AMS-01,MT293418,Complete genome,ssDNA(+),protists (S)
VMR1027906,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Nenyaviridae,Cirilivirus,Cirilivirus boffger,ICTV202317904,E,Circular ssDNA virus sp. cg6319,,,KU043415,Complete genome,ssDNA(+),vertebrates
VMR1007578,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Nenyaviridae,Galvornvirus,Galvornvirus isengard,ICTV202113298,E,Circoviridae sp.,,ctga69,MH617639,Complete genome,ssDNA(+),protists (S)
VMR1007579,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Nenyaviridae,Mazarbulvirus,Mazarbulvirus hasufel,ICTV202113300,E,Entamoeba-associated CRESS DNA virus 3,,84-AMS-01,MT293416,Complete genome,ssDNA(+),protists (S)
VMR1007580,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Nenyaviridae,Mithrilvirus,Mithrilvirus smaug,ICTV202113302,E,Odonata-associated circular virus-14,,OdasCV-14-US-1577SC3-12,KM598397,Complete genome,ssDNA(+),protists (S)
VMR1007581,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Nenyaviridae,Valinorvirus,Valinorvirus arda,ICTV202113304,E,uncultured virus CG170,,,KY487839,Complete genome,ssDNA(+),protists (S)
VMR1007582,Floreoviria,Cressdnaviricota,Arfiviricetes,Rohanvirales,Nenyaviridae,Valinorvirus,Valinorvirus eriador,ICTV202113305,E,uncultured virus CG171,,,KY487840,Complete genome,ssDNA(+),protists (S)
VMR1025353,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Chinseivirus,Chinseivirus sewoxi,ICTV202318858,E,sewage-associated circular DNA virus-24,,SaCV-24_NZ-BS4091-2012,KM821759,Complete genome,ssDNA(+/-),sewage (S)
VMR1025346,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Chiunvirus,Chiunvirus auroris,ICTV202318861,E,CRESS virus sp. hbl169cir1,,,MN928931,Complete genome,ssDNA(+/-),vertebrates
VMR1025347,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Chiunvirus,Chiunvirus grujae,ICTV202318862,E,CRESS virus sp. cra070cir1,,,MN928928,Complete genome,ssDNA(+/-),vertebrates
VMR1025348,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Chiunvirus,Chiunvirus melani,ICTV202318863,E,giant panda circovirus 1 gpci001,,,MF327573,Complete genome,ssDNA(+/-),vertebrates
VMR1025349,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Chiunvirus,Chiunvirus muliumi,ICTV202318860,E,blackfly DNA virus 12 SF02_422,,,MK433226,Complete genome,ssDNA(+/-),invertebrates
VMR1025350,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Chiunvirus,Chiunvirus sainlis,ICTV202318859,E,uncultured marine virus clone SI00898,,,JX904478,Complete genome,ssDNA(+/-),marine (S)
VMR1025384,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Doseivirus,Doseivirus sewoxi,ICTV202318864,E,sewage-associated circular DNA virus-8,,SaCV-8_NZ-BS4075-2012,KJ547632,Complete genome,ssDNA(+/-),sewage (S)
VMR1025541,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Kaiwanvirus,Kaiwanvirus raringis,ICTV202318865,E,CRESS virus sp. cte1G3,,,MN582056,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025542,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Kaiwanvirus,Kaiwanvirus sewoxi,ICTV202318866,E,sewage-associated circular DNA virus-16,,SaCV-16_NZ-BS3759-2012,KM821751,Complete genome,ssDNA(+/-),sewage (S)
VMR1025543,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Kajamanuvirus,Kajamanuvirus cruti,ICTV202318868,E,CRESS virus sp. ctdb55,,,MK012494,Complete genome,ssDNA(+/-),vertebrates
VMR1025544,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Kajamanuvirus,Kajamanuvirus cryonitae,ICTV202318867,E,Antarctic virus COCH21_47,,,MN328279,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025545,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Kajamanuvirus,Kajamanuvirus lawatis,ICTV202318870,E,Arizlama virus AZLM_719,,,MW697525,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025546,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Kajamanuvirus,Kajamanuvirus moutis,ICTV202318869,E,CRESS virus sp. ctbb55,,,MH617369,Complete genome,ssDNA(+/-),vertebrates
VMR1025547,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Kajamanuvirus,Kajamanuvirus musmis,ICTV202318871,E,rodent stool-associated circular genome virus RodSCV_M-44,,,JF755408,Complete genome,ssDNA(+/-),vertebrates
VMR1025579,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Kronovirus,Kronovirus crassaminis,ICTV202318872,E,Lake Sarah-associated circular virus-49,,LSaCV-49-LSSO-2013,KP153508,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025493,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus bowris,ICTV202318894,E,CRESS virus sp. cta0f7,,,MN582083,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025494,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus cruti,ICTV202318877,E,CRESS virus sp. ctbi59,,,MK012442,Complete genome,ssDNA(+/-),vertebrates
VMR1025495,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus culiziae,ICTV202318896,E,Lake Sarah-associated circular virus-41,,LSaCV-41-LSCO-2013,KP153494,Complete genome,ssDNA(+/-),invertebrates
VMR1025496,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus duliaris,ICTV202318891,E,dragonfly larvae associated circular virus-2,,DflaCV-2_NZ-PG8-LS,KF738874,Complete genome,ssDNA(+/-),invertebrates
VMR1025497,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus floridaense,ICTV202318874,E,Circovirus-like genome RW-E,,,FJ959081,Complete genome,ssDNA(+/-),sewage (S)
VMR1025498,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus jaringis,ICTV202318876,E,CRESS virus sp. ctf7a5,,,MN582084,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025499,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus lawatis,ICTV202318875,E,Arizlama virus AZLM_757,,,MW697516,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025500,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus lophus,ICTV202318890,E,bat circovirus BtRh-CV-1/Tibet2013,,,KJ641735,Complete genome,ssDNA(+/-),vertebrates
VMR1025501,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus maringis,ICTV202318888,E,CRESS virus sp. ctg8o776,,,MW202638,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025502,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus mintis,ICTV202318878,E,CRESS virus sp. ctci503,,,MK032730,Complete genome,ssDNA(+/-),vertebrates
VMR1025503,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus momolo,ICTV202318880,E,Molossus molossus associated CRESSDNA virus MAVG-30,,,OL704855,Complete genome,ssDNA(+/-),vertebrates
VMR1025504,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus muliumi,ICTV202318873,E,blackfly DNA virus 15 SF02_403,,,MK433229,Complete genome,ssDNA(+/-),invertebrates
VMR1025505,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus nowtis,ICTV202318886,E,CRESS virus sp. ctcf175,,,MH616738,Complete genome,ssDNA(+/-),vertebrates
VMR1025506,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus oceanis,ICTV202318885,E,Circoviridae 18 LDMD-2013,,,KF133825,Complete genome,ssDNA(+/-),marine (S)
VMR1025507,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus particulae,ICTV202318887,E,virus sp. D3_606,,,MW678993,Complete genome,ssDNA(+/-),air (S)
VMR1025508,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus pintis,ICTV202318895,E,CRESS virus sp. ctcg234,,,MH616769,Complete genome,ssDNA(+/-),vertebrates
VMR1025509,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus pondae,ICTV202318883,E,sewage-associated circular DNA virus-6,,SaCV-6_NZ-BS4017-2012,KJ547630,Complete genome,ssDNA(+/-),sewage (S)
VMR1025510,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus procoris,ICTV202318879,E,dragonfly larvae associated circular virus-1,,DflaCV-1_NZ-PG11-LD,KF738873,Complete genome,ssDNA(+/-),invertebrates
VMR1025511,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus raringis,ICTV202318892,E,CRESS virus sp. ctczB4,,,MN582072,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025512,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus rhiphus,ICTV202318889,E,bat circovirus BtRh-CV-5/Tibet2013,,,KJ641736,Complete genome,ssDNA(+/-),vertebrates
VMR1025513,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus sewoxi,ICTV202318881,E,sewage-associated circular DNA virus-27,,SaCV-27_NZ-BS4103-2012,KM821762,Complete genome,ssDNA(+/-),sewage (S)
VMR1025514,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus tersae,ICTV202318893,E,Arizlama virus AZLM_25953,,,MW697552,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025515,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus wagopi,ICTV202318884,E,sewage-associated circular DNA virus-7,,SaCV-7_NZ-BS3976-2012,KJ547631,Complete genome,ssDNA(+/-),sewage (S)
VMR1025516,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Ninurtavirus,Ninurtavirus waseris,ICTV202318882,E,uncultured virus clone CG105,,,KY487776,Complete genome,ssDNA(+/-),sewage (S)
VMR1025527,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Phainonvirus,Phainonvirus cryonitae,ICTV202318897,E,Antarctic circular DNA molecule CAA_003_V_32 virus,,,MN328267,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025528,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Phainonvirus,Phainonvirus hydris,ICTV202318898,E,capybara virus 33_cap3_6684,,,MK570195,Complete genome,ssDNA(+/-),vertebrates
VMR1025529,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Phainonvirus,Phainonvirus libraris,ICTV202318899,E,Cressdnaviricota sp. 2020-AMS-TS DNA,,,LC671626,Complete genome,ssDNA(+/-),unknown (S)
VMR1025480,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Raagevirus,Raagevirus napperis,ICTV202318900,E,Circoviridae sp. ctda199,,,MH617563,Complete genome,ssDNA(+/-),vertebrates
VMR1025458,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Sadornvirus,Sadornvirus chesapis,ICTV202318901,E,Circovirus-like genome CB-B,,,FJ959083,Complete genome,ssDNA(+/-),marine (S)
VMR1025462,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Sagusvirus,Sagusvirus crownis,ICTV202318903,E,Circovirus sp. yc-15,,,KY312554,Complete genome,ssDNA(+/-),vertebrates
VMR1025463,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Sagusvirus,Sagusvirus jaringis,ICTV202318902,E,CRESS virus sp. ct0Vt4,,,MN582110,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025464,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Sakkuthvirus,Sakkuthvirus batchis,ICTV202318906,E,bat circovirus ZS/China/2011 YN-BtCV-1,,,JF938078,Complete genome,ssDNA(+/-),vertebrates
VMR1025465,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Sakkuthvirus,Sakkuthvirus culiziae,ICTV202318908,E,Lake Sarah-associated circular virus-44,,LSaCV-44-LSCO-2013,KP153500,Complete genome,ssDNA(+/-),invertebrates
VMR1025466,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Sakkuthvirus,Sakkuthvirus donghis,ICTV202318907,E,Circovirus-like genome DHCV-2,,,KT149408,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025467,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Sakkuthvirus,Sakkuthvirus napperis,ICTV202318905,E,CRESS virus sp. ctbc431,,,MH616921,Complete genome,ssDNA(+/-),vertebrates
VMR1025468,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Sakkuthvirus,Sakkuthvirus raringis,ICTV202318904,E,CRESS virus sp. ctjUS5,,,MN582092,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025459,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Sanchirvirus,Sanchirvirus lawatis,ICTV202318909,E,Arizlama virus AZLM_785,,,MW697509,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025460,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Sanivirus,Sanivirus maringis,ICTV202318910,E,CRESS virus sp. ct3I9170,,,MW202411,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025461,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Sanivirus,Sanivirus suspensae,ICTV202318911,E,Forsythia suspensa CRESS virus pt110-cirl-3,,,MN891791,Complete genome,ssDNA(+/-),plants
VMR1025446,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Saothovirus,Saothovirus cruti,ICTV202318914,E,CRESS virus sp. ctba54,,,MK012512,Complete genome,ssDNA(+/-),vertebrates
VMR1025447,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Saothovirus,Saothovirus dianchis,ICTV202318915,E,Circovirus-like genome DCCV-8,,,KT149401,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025448,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Saothovirus,Saothovirus lawatis,ICTV202318912,E,Arizlama virus AZLM_746,,,MW697518,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025449,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Saothovirus,Saothovirus manatis,ICTV202318917,E,CRESS virus sp. ctmKE188,,,MW202813,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025450,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Saothovirus,Saothovirus maringis,ICTV202318913,E,CRESS virus sp. ctsVI820,,,MW202707,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025451,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Saothovirus,Saothovirus mintis,ICTV202318916,E,CRESS virus sp. ctbd169,,,MK032700,Complete genome,ssDNA(+/-),vertebrates
VMR1025444,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Savurvirus,Savurvirus yangris,ICTV202318918,E,CRESS virus sp. 4zj-CRESS-3,,,MW347481,Coding-complete genome,ssDNA(+/-),freshwater (S)
VMR1025452,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Scythevirus,Scythevirus dianchis,ICTV202318920,E,Circovirus-like genome DCCV-13,,,KT149406,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025453,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Scythevirus,Scythevirus lawatis,ICTV202318921,E,Arizlama virus AZLM_25947,,,MW697550,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025454,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Scythevirus,Scythevirus manatis,ICTV202318922,E,CRESS virus sp. ctFVx272,,,MW202443,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025455,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Scythevirus,Scythevirus maringis,ICTV202318919,E,CRESS virus sp. ct3IM547,,,MW202805,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025456,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Scythevirus,Scythevirus monetis,ICTV202318924,E,Palaemonetes kadiakensis Mississippi grass shrimp associated circular virus I0099,,,KR528560,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025457,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Scythevirus,Scythevirus natringis,ICTV202318923,E,CRESS virus sp. ctKNF714,,,MW202436,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025445,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Seetinvirus,Seetinvirus maringis,ICTV202318925,E,CRESS virus sp. ctP9b653,,,MW202873,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025427,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Shabtayvirus,Shabtayvirus brolerae,ICTV202318927,E,Brassica caulorapa CRESS virus pt079-cirl-1,,,MN891788,Complete genome,ssDNA(+/-),plants
VMR1025428,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Shabtayvirus,Shabtayvirus lawatis,ICTV202318926,E,Arizlama virus AZLM_610,,,MW697555,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025429,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Shanivirus,Shanivirus acrenis,ICTV202318941,E,Avon-Heathcote Estuary associated circular virus 3,,AHEaCV-3-NZ-3887G-2012,KM874297,Complete genome,ssDNA(+/-),invertebrates
VMR1025430,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Shanivirus,Shanivirus airbis,ICTV202318937,E,virus sp. D3_581,,,MW678995,Complete genome,ssDNA(+/-),air (S)
VMR1025431,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Shanivirus,Shanivirus bortici,ICTV202318940,E,virus sp. D3_523,,,MW678999,Complete genome,ssDNA(+/-),unknown (S)
VMR1025432,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Shanivirus,Shanivirus cryonitae,ICTV202318929,E,Antarctic circular DNA molecule CAA_003_V_40 virus,,,MN328268,Complete genome,ssDNA(+/-),freshwater (S)
VMR1025433,Floreoviria,Cressdnaviricota,Arfiviricetes,Saturnivirales,Kanorauviridae,Shanivirus,Shanivirus culiziae,ICTV202318931,E,Lake Sarah-associated circular virus-30,,LSaCV-30-LSCO-2013,KP153458,Complete genome,ssDNA(+/-),invertebrates
